65.0	70.0	60.0	95.0	110.0	65.0	70.0	80.0	70.0
55.0	155.0	70.0	50.0	45.0	55.0	75.0	85.0	65.0
60.0	65.0	50.0	55.0	110.0	75.0	60.0	45.0	65.0
60.0	80.0	60.0	90.0	55.0	60.0	80.0	90.0	90.0
70.0	105.0	70.0	60.0	55.0	75.0	90.0	75.0	90.0
85.0	60.0	55.0	95.0	90.0	75.0	80.0	90.0	105.0
55.0	45.0	65.0	65.0	100.0	60.0	55.0	60.0	65.0
165.0	85.0	65.0	75.0	80.0	80.0	75.0	65.0	90.0
65.0	150.0	75.0	75.0	65.0	65.0	30.0	75.0	85.0
35.0	55.0	50.0	60.0	60.0	65.0	50.0	45.0	95.0
55.0	55.0	80.0	80.0	65.0	55.0	70.0	50.0	95.0
60.0	60.0	120.0	80.0	55.0	50.0	60.0	95.0	110.0
90.0	45.0	80.0	75.0	70.0	80.0	80.0	80.0	105.0
70.0	60.0	80.0	70.0	105.0	60.0	55.0	115.0	85.0
55.0	65.0	40.0	100.0	80.0	50.0	90.0	75.0	75.0
85.0	105.0	45.0	70.0	70.0	60.0	55.0	65.0	85.0
70.0	75.0	100.0	50.0	60.0	70.0	115.0	70.0	55.0
70.0	85.0	55.0	60.0	60.0	65.0	60.0	80.0	95.0
65.0	65.0	105.0	95.0	80.0	70.0	55.0	70.0	110.0
80.0	70.0	60.0	95.0	75.0	50.0	70.0	80.0	100.0
60.0	80.0	100.0	100.0	105.0	80.0	65.0	100.0	90.0
80.0	85.0	140.0	60.0	45.0	55.0	55.0	115.0	85.0
60.0	70.0	75.0	80.0	55.0	100.0	90.0	75.0	95.0
90.0	215.0	80.0	75.0	75.0	65.0	50.0	75.0	80.0
50.0	80.0	95.0	70.0	85.0	60.0	85.0	60.0	90.0
60.0	110.0	40.0	60.0	70.0	75.0	55.0	60.0	70.0
60.0	65.0	75.0	80.0	70.0	60.0	70.0	100.0	95.0
70.0	75.0	80.0	125.0	50.0	65.0	70.0	115.0	75.0
50.0	120.0	220.0	75.0	95.0	95.0	65.0	65.0	70.0
55.0	75.0	50.0	85.0	70.0	70.0	60.0	90.0	195.0
65.0	100.0	50.0	75.0	80.0	65.0	85.0	105.0	85.0
80.0	75.0	80.0	70.0	60.0	70.0	70.0	65.0	60.0
70.0	90.0	30.0	70.0	75.0	60.0	65.0	90.0	70.0
155.0	55.0	50.0	70.0	80.0	65.0	65.0	70.0	60.0
55.0	65.0	60.0	70.0	65.0	70.0	65.0	75.0	75.0
55.0	80.0	65.0	95.0	60.0	60.0	95.0	90.0	100.0
100.0	70.0	55.0	80.0	60.0	65.0	90.0	90.0	80.0
80.0	105.0	80.0	45.0	95.0	55.0	75.0	75.0	60.0
75.0	100.0	50.0	55.0	60.0	60.0	85.0	95.0	65.0
70.0	60.0	60.0	75.0	60.0	70.0	90.0	65.0	55.0
150.0	70.0	85.0	90.0	75.0	55.0	60.0	95.0	90.0
65.0	50.0	70.0	55.0	50.0	105.0	65.0	45.0	65.0
60.0	110.0	75.0	70.0	80.0	70.0	65.0	85.0	60.0
185.0	100.0	55.0	70.0	70.0	90.0	115.0	100.0	95.0
75.0	80.0	45.0	65.0	55.0	65.0	80.0	75.0	65.0
95.0	75.0	70.0	50.0	35.0	45.0	90.0	105.0	60.0
105.0	80.0	85.0	45.0	75.0	60.0	80.0	80.0	80.0
60.0	95.0	45.0	80.0	90.0	75.0	100.0	90.0	105.0
40.0	65.0	90.0	100.0	60.0	45.0	90.0	45.0	50.0
80.0	70.0	40.0	95.0	55.0	95.0	100.0	55.0	40.0
90.0	90.0	100.0	60.0	90.0	90.0	60.0	45.0	45.0
80.0	80.0	90.0	45.0	90.0	45.0	40.0	80.0	40.0
100.0	65.0	65.0	70.0	55.0	80.0	85.0	40.0	85.0
95.0	40.0	85.0	90.0	80.0	60.0	70.0	100.0	60.0
70.0	80.0	50.0	55.0	65.0	80.0	70.0	55.0	85.0
45.0	70.0	45.0	100.0	60.0	110.0	40.0	65.0	55.0
65.0	100.0	65.0	40.0	85.0	95.0	75.0	50.0	60.0
65.0	60.0	40.0	75.0	115.0	95.0	100.0	65.0	105.0
95.0	75.0	60.0	95.0	65.0	90.0	90.0	110.0	100.0
100.0	45.0	45.0	55.0	80.0	60.0	95.0	75.0	90.0
105.0	45.0	40.0	70.0	100.0	55.0	85.0	115.0	80.0
80.0	105.0	95.0	85.0	70.0	100.0	40.0	90.0	50.0
85.0	70.0	60.0	45.0	75.0	100.0	90.0	95.0	100.0
70.0	100.0	40.0	100.0	80.0	50.0	40.0	95.0	55.0
70.0	40.0	50.0	65.0	55.0	65.0	100.0	70.0	105.0
100.0	50.0	40.0	40.0	70.0	95.0	95.0	70.0	65.0
90.0	95.0	85.0	55.0	40.0	90.0	65.0	90.0	75.0
95.0	85.0	65.0	90.0	65.0	70.0	40.0	50.0	60.0
40.0	65.0	85.0	90.0	45.0	95.0	40.0	40.0	70.0
40.0	105.0	95.0	65.0	45.0	80.0	90.0	45.0	45.0
80.0	95.0	40.0	105.0	75.0	85.0	70.0	85.0	85.0
70.0	90.0	45.0	40.0	65.0	100.0	95.0	95.0	80.0

# day1  day2    day3    day4    day5    day6    day7    day8    day9
